ID,Company_Name,Industry_Vertical,Sub_Category,City,State,Estimated_Employees,Estimated_Revenue_Range,AI_Automation_Use_Case,Estimated_Deal_Size,Decision_Maker_Title,Website,Priority_Score,Notes,Contact_Email,Alt_Emails,Contact_Phone,Alt_Phones,Email_Source
102,Tishman Speyer,Real Estate / Property Management,Commercial RE,New York,NY,4000,$1B+,Building operations AI,$25K-$50K,Chief Digital Officer,www.tishmanspeyer.com,5,207% unit growth,tsleasing@tishmanspeyer.com,invest@tishmanspeyer.com; media@tishmanspeyer.com; name@company.com,4785007273,627-3982018; 503-2093358,scraped
103,Related Companies,Real Estate / Property Management,Mixed-Use,New York,NY,4000,$1B+,Tenant experience AI,$25K-$50K,VP of Technology,www.related.com,5,Hudson Yards developer,communications@related.com,,(212) 801-1000,1133586195; 1161934198,scraped
104,Brookfield Properties,Real Estate / Property Management,Commercial RE,New York,NY,18000,$5B+,Property analytics AI,$30K-$50K,CTO,www.brookfieldproperties.com,5,800+ properties globally,michelle.snyder@bpretail.com,jennifer.thatcher@bpretail.com; marin.parkinson@bpretail.com; camie.delbarba@bpretail.com,17086458750,1772479870; 0712294963,scraped
105,AvalonBay Communities,Real Estate / Property Management,Multifamily REIT,Arlington,VA,3100,$1B+,Leasing AI chatbot,$20K-$40K,VP of Digital,www.avaloncommunities.com,4,300+ apartment communities,info@avaloncommunities.com,contact@avaloncommunities.com,0000000005,10265230425; 16867489617,pattern
106,Equity Residential,Real Estate / Property Management,Multifamily REIT,Chicago,IL,2500,$1B+,Tenant screening AI,$20K-$40K,Chief Technology Officer,www.equityapartments.com,4,310+ properties,info@equityapartments.com,contact@equityapartments.com,1659643218,1660136661; 1676413062,pattern
107,Camden Property Trust,Real Estate / Property Management,Multifamily REIT,Houston,TX,1700,$1B+,Maintenance request AI,$15K-$30K,VP of Technology,www.camdenliving.com,4,58K apartments,info@camdenliving.com,contact@camdenliving.com,7597568519,1224211768; 1222778179,pattern
108,MAA (Mid-America Apartment),Real Estate / Property Management,Multifamily REIT,Germantown,TN,2500,$1B+,Lead nurturing AI,$15K-$30K,Director of IT,www.maac.com,4,100K units; Sunbelt focus,info@maac.com,contact@maac.com,2147483647,3073884032; 3497962453,pattern
109,UDR Inc,Real Estate / Property Management,Multifamily REIT,Highlands Ranch,CO,1400,$1B+,Resident experience AI,$15K-$25K,CTO,www.udr.com,3,60K apartments,info@udr.com,contact@udr.com,2026021714,2626610705; 17691015640,pattern
110,AppFolio,Real Estate / Property Management,PropTech,Santa Barbara,CA,1800,$500M-$1B,Property management AI,$15K-$30K,Chief Product Officer,www.appfolio.com,4,PM software + AI features,info@appfolio.com,contact@appfolio.com,7523393392,17724703013; 866.648.1536,pattern
111,RealPage,Real Estate / Property Management,PropTech,Richardson,TX,3500,$1B+,Revenue management AI,$20K-$40K,CTO,www.realpage.com,4,PM analytics platform,media@realpage.com,,17721899375,17721899670; +1-877-325-7243,scraped
112,Entrata,Real Estate / Property Management,PropTech,Lehi,UT,2500,$200M-$500M,Leasing automation AI,$15K-$30K,Chief Technology Officer,www.entrata.com,4,PM software platform,sales@entrata.com,you@website.com,+1-800-700-2097,2147483647; 3641352803,scraped
113,Prologis,Real Estate / Property Management,Industrial REIT,San Francisco,CA,2500,$5B+,Logistics space AI,$25K-$50K,Chief Innovation Officer,www.prologis.com,5,Largest industrial REIT,info@prologis.com,contact@prologis.com,+1 415-394-9000,4193719876; 6408868295,pattern
114,Simon Property Group,Real Estate / Property Management,Retail REIT,Indianapolis,IN,3400,$5B+,Tenant analytics AI,$25K-$50K,CTO,www.simon.com,5,Largest retail REIT,customercare@simon.com,onlinesupport@shopsimon.com,1766078725,2026020610; 2023050114,scraped
115,Boston Properties,Real Estate / Property Management,Office REIT,Boston,MA,800,$1B+,Building automation AI,$20K-$40K,VP of Technology,www.bxp.com,4,Premier office REIT,info@bxp.com,contact@bxp.com,1251467683,617.236.3300; 424.330.3530,pattern
116,Invitation Homes,Real Estate / Property Management,SFR REIT,Dallas,TX,1700,$1B+,Tenant screening AI,$15K-$30K,Chief Technology Officer,www.invitationhomes.com,4,80K+ single-family rentals,info@invitationhomes.com,contact@invitationhomes.com,1474804967,1696517617; 1707249390,pattern
117,American Homes 4 Rent,Real Estate / Property Management,SFR REIT,Calabasas,CA,1300,$1B+,Maintenance AI chatbot,$15K-$25K,Director of IT,www.americanhomes4rent.com,4,60K+ homes,info@americanhomes4rent.com,contact@americanhomes4rent.com,,,pattern
118,Progress Residential,Real Estate / Property Management,SFR PM,Tempe,AZ,2000,$500M-$1B,Lead qualification AI,$15K-$25K,CTO,www.rentprogress.com,4,85K+ homes managed,info@rentprogress.com,contact@rentprogress.com,7842899024,1770334769; 0123456789,pattern
119,Tricon Residential,Real Estate / Property Management,SFR REIT,Toronto,ON,1200,$500M-$1B,Tenant engagement AI,$15K-$25K,VP of Technology,www.triconresidential.com,3,38K+ homes; US operations,info@triconresidential.com,contact@triconresidential.com,1120368760,3200135497; 1763481097,pattern
120,FirstService Residential,Real Estate / Property Management,HOA/Condo PM,Dania Beach,FL,9000,$1B+,Community management AI,$20K-$40K,Chief Technology Officer,www.fsresidential.com,4,9000+ communities managed,info@fsresidential.com,contact@fsresidential.com,0000000015,17298996119; 4577596797,pattern
121,RSM US,Accounting / CPA Firms,Top 10 CPA,Chicago,IL,13000,$5B+,Tax automation AI,$25K-$50K,Chief Innovation Officer,www.rsmus.com,5,5th largest US accounting firm,info@rsmus.com,contact@rsmus.com,17724676486,16481426686; +1 800-274-3978,pattern
122,BDO USA,Accounting / CPA Firms,Top 10 CPA,Chicago,IL,11000,$1B+,Audit AI analytics,$25K-$50K,CTO,www.bdo.com,5,6th largest US firm,cpe@bdo.com,u003ecpe@bdo.com,8825975779,368536-9643; 0596468128,scraped
123,Grant Thornton,Accounting / CPA Firms,Top 10 CPA,Chicago,IL,9000,$1B+,Client onboarding AI,$25K-$50K,Chief Digital Officer,www.grantthornton.com,5,7th largest US firm,info@grantthornton.com,contact@grantthornton.com,7842899024,17691462975; 17719266333,pattern
124,Forvis Mazars,Accounting / CPA Firms,Top 10 CPA,Springfield,MO,6000,$1B+,Tax automation AI,$20K-$40K,CTO,www.forvismazars.us,5,Merger of BKD + DHG + Mazars,info@forvismazars.us,contact@forvismazars.us,,,pattern
125,CLA (CliftonLarsonAllen),Accounting / CPA Firms,Top 15 CPA,Minneapolis,MN,7500,$1B+,Audit workflow AI,$20K-$40K,Chief Innovation Officer,www.claconnect.com,5,9th largest US firm,info@claconnect.com,contact@claconnect.com,,,pattern
126,Baker Tilly,Accounting / CPA Firms,Top 15 CPA,Chicago,IL,6500,$1B+,Client onboarding AI,$20K-$40K,CTO,www.bakertilly.com,5,10th largest US firm,info@bakertilly.com,contact@bakertilly.com,5285074366,121-4064999; 9701760543,pattern
127,Crowe,Accounting / CPA Firms,Top 15 CPA,Chicago,IL,5000,$1B+,Tax preparation AI,$20K-$40K,Chief Digital Officer,www.crowe.com,4,11th largest US firm,info@crowe.com,contact@crowe.com,7508899453,1193761093; 1200412206,pattern
128,CBIZ,Accounting / CPA Firms,Top 15 CPA,Cleveland,OH,6500,$1B+,Compliance automation,$20K-$35K,VP of Technology,www.cbiz.com,4,Business services + accounting,info@cbiz.com,contact@cbiz.com,,,pattern
129,Sikich,Accounting / CPA Firms,Mid-Size CPA,Naperville,IL,1500,$200M-$500M,Audit AI,$15K-$25K,Chief Technology Officer,www.sikich.com,4,Growing through acquisitions,info@sikich.com,stefanie.murphy@sikich.com,18772791900,1193037585; 1194216029,pattern
130,Marcum,Accounting / CPA Firms,Mid-Size CPA,New York,NY,3000,$500M-$1B,Tax automation AI,$15K-$30K,CIO,www.marcumllp.com,4,Top 15 US firm,info@marcumllp.com,contact@marcumllp.com,,,pattern
131,Plante Moran,Accounting / CPA Firms,Mid-Size CPA,Southfield,MI,3500,$500M-$1B,Client onboarding AI,$15K-$30K,Chief Innovation Officer,www.plantemoran.com,4,One of largest private CPA firms,info@plantemoran.com,contact@plantemoran.com,6390770877,6390807667; 4687435632,pattern
132,PKF O'Connor Davies,Accounting / CPA Firms,Mid-Size CPA,New York,NY,1000,$200M-$500M,Audit analytics AI,$10K-$25K,Director of IT,www.pkfod.com,3,Top 30 US firm,info@pkfod.com,contact@pkfod.com,1772471986,9121161989; 11956200224,pattern
133,Cherry Bekaert,Accounting / CPA Firms,Mid-Size CPA,Richmond,VA,2000,$200M-$500M,Tax preparation AI,$10K-$25K,CTO,www.cbh.com,3,Southeast focused,info@cbh.com,contact@cbh.com,5014499393,800.279.9469; 2165995588,pattern
134,Moss Adams,Accounting / CPA Firms,Mid-Size CPA,Seattle,WA,4000,$500M-$1B,Audit workflow AI,$15K-$30K,Chief Innovation Officer,www.mossadams.com,4,Largest West Coast firm,info@mossadams.com,contact@mossadams.com,1211548657,10160751617; 4160751617,pattern
135,Armanino,Accounting / CPA Firms,Mid-Size CPA,San Ramon,CA,1500,$200M-$500M,Client portal AI,$10K-$25K,Chief Digital Officer,www.armanino.com,4,Tech-forward firm,info@armanino.com,contact@armanino.com,6390807667,+1-844-582-8883; 844-582-8883,pattern
136,Wipfli,Accounting / CPA Firms,Mid-Size CPA,Milwaukee,WI,3000,$500M-$1B,Tax automation AI,$15K-$25K,CTO,www.wipfli.com,4,Midwest and Mountain West,info@wipfli.com,contact@wipfli.com,6390710527,17000380362; 6390807667,pattern
137,Eide Bailly,Accounting / CPA Firms,Mid-Size CPA,Fargo,ND,3500,$500M-$1B,Audit AI,$15K-$25K,Director of Innovation,www.eidebailly.com,4,Great Plains focus,chad.martin@eidebailly.com,,2341121460,7480888352; 5672547002,scraped
138,Rehmann,Accounting / CPA Firms,Mid-Size CPA,Troy,MI,800,$100M-$200M,Client onboarding AI,$10K-$20K,VP of Technology,www.rehmann.com,3,Michigan and Ohio,info@rehmann.com,contact@rehmann.com,1771615394,8168425281; 2025091510,pattern
139,Schneider Downs,Accounting / CPA Firms,Mid-Size CPA,Pittsburgh,PA,500,$100M-$200M,Tax prep automation,$8K-$20K,Director of IT,www.schneiderdowns.com,3,Western PA leader,contactsd@schneiderdowns.com,janesmith@yourcompany.com,412.261.3644,0734329282; 1771957329,scraped
140,Citrin Cooperman,Accounting / CPA Firms,Mid-Size CPA,New York,NY,1800,$200M-$500M,Compliance AI,$10K-$25K,CTO,www.citrincooperman.com,3,Northeast focused,info@citrincooperman.com,contact@citrincooperman.com,8732728364,9725197852; (212) 697-1000,pattern
141,WithumSmith+Brown,Accounting / CPA Firms,Mid-Size CPA,Princeton,NJ,1800,$200M-$500M,Audit analytics AI,$10K-$25K,Chief Innovation Officer,www.withum.com,3,Mid-Atlantic focus,info@withum.com,contact@withum.com,2147483647,15416884381; 9999999999,pattern
142,EisnerAmper,Accounting / CPA Firms,Mid-Size CPA,Iselin,NJ,2500,$500M-$1B,Tax automation AI,$15K-$25K,CTO,www.eisneramper.com,4,Top 20 US firm,contact@eisneramper.com,experiencedhires@eisneramper.com; entryhires@eisneramper.com,1-212-949-8700,1405279677; 1459600228,pattern
143,KraftCPAs,Accounting / CPA Firms,Regional CPA,Nashville,TN,200,$25M-$50M,Client onboarding AI,$8K-$15K,Managing Partner,www.kraftcpas.com,3,Tennessee leader,info@kraftcpas.com,contact@kraftcpas.com,5285074366,121-4064999; 9701760543,pattern
144,BPM,Accounting / CPA Firms,Regional CPA,San Francisco,CA,800,$100M-$200M,Audit workflow AI,$10K-$20K,Director of Technology,www.bpmcpa.com,3,Bay Area focused,info@bpmcpa.com,contact@bpmcpa.com,1769319699,1772046161; 1035930138,pattern
145,Aprio,Accounting / CPA Firms,Mid-Size CPA,Atlanta,GA,1500,$200M-$500M,Tax automation AI,$10K-$25K,CTO,www.aprio.com,4,Growing Southeast firm,info@aprio.com,contact@aprio.com,2147483647,2053851375; 1492278257,pattern
146,Carr Riggs & Ingram,Accounting / CPA Firms,Regional CPA,Enterprise,AL,2000,$200M-$500M,Audit AI,$10K-$25K,Director of IT,www.cricpa.com,3,Southeast focus,info@cricpa.com,contact@cricpa.com,1769530947,1771877799; 1771877803,pattern
147,Windham Brannon,Accounting / CPA Firms,Regional CPA,Atlanta,GA,200,$25M-$50M,Client portal AI,$8K-$15K,Managing Partner,www.windhambrannon.com,3,Atlanta-based boutique,info@windhambrannon.com,contact@windhambrannon.com,3652120452,1732206578; 2365933645,pattern
148,LBMC,Accounting / CPA Firms,Regional CPA,Brentwood,TN,600,$100M-$200M,Tax prep automation,$10K-$20K,VP of Technology,www.lbmc.com,3,Tennessee's largest,info@lbmc.com,contact@lbmc.com,1.1333333333,6666666666; 13333333333,pattern
149,Mayer Hoffman McCann,Accounting / CPA Firms,Mid-Size CPA,Leawood,KS,800,$100M-$200M,Audit analytics AI,$10K-$20K,CTO,www.mhmcpa.com,3,Global affiliation; 30 offices,info@mhmcpa.com,contact@mhmcpa.com,2127905700,,pattern
150,Freed Maxick,Accounting / CPA Firms,Regional CPA,Buffalo,NY,300,$25M-$50M,Tax automation AI,$8K-$15K,Director of IT,www.freedmaxick.com,3,Western NY leader,info@freedmaxick.com,,12891096669,17428355059; 17446519533,pattern
151,Clark Nuber,Accounting / CPA Firms,Regional CPA,Bellevue,WA,150,$25M-$50M,Client onboarding AI,$8K-$15K,Managing Partner,www.clarknuber.com,3,Pacific NW focused,info@clarknuber.com,contact@clarknuber.com,1772479881,1772479882; 1772479883,pattern
152,Henry & Horne,Accounting / CPA Firms,Regional CPA,Tempe,AZ,150,$25M-$50M,Tax prep AI,$8K-$15K,Director of Operations,www.hhcpa.com,3,Arizona focused,info@hhcpa.com,contact@hhcpa.com,5285074366,121-4064999; 9701760543,pattern
153,Kaufman Rossin,Accounting / CPA Firms,Regional CPA,Miami,FL,500,$50M-$100M,Audit workflow AI,$10K-$20K,CTO,www.kaufmanrossin.com,3,South Florida leader,info@kaufmanrossin.com,contact@kaufmanrossin.com,888.680.5726,6241397857; 3503189086,pattern
154,Friedman,Accounting / CPA Firms,Regional CPA,New York,NY,400,$50M-$100M,Tax automation AI,$8K-$20K,Director of IT,www.friedmanllp.com,3,NYC-based,info@friedmanllp.com,contact@friedmanllp.com,,,pattern
155,Grassi,Accounting / CPA Firms,Regional CPA,Jericho,NY,350,$50M-$100M,Client portal AI,$8K-$20K,Managing Partner,www.grassicpas.com,3,Long Island based,info@grassicpas.com,contact@grassicpas.com,,,pattern
156,Anchin,Accounting / CPA Firms,Regional CPA,New York,NY,350,$50M-$100M,Audit AI,$8K-$20K,Director of Technology,www.anchin.com,3,NYC boutique firm,daniel.parchment@anchin.com,,1764389035,17267670000; 0005208333,scraped
157,Lutz,Accounting / CPA Firms,Regional CPA,Omaha,NE,350,$25M-$50M,Tax prep automation,$8K-$15K,Director of IT,www.lutz.us,3,Nebraska leader,info@lutz.us,contact@lutz.us,11419383928,17707339037; 9992834540,pattern
158,Yeo & Yeo,Accounting / CPA Firms,Regional CPA,Saginaw,MI,300,$25M-$50M,Client onboarding AI,$8K-$15K,Managing Partner,www.yeoandyeo.com,3,Michigan focused,info@yeoandyeo.com,contact@yeoandyeo.com,1772443133,2230016224; 654602.1572,pattern
159,Berdon,Accounting / CPA Firms,Regional CPA,New York,NY,400,$50M-$100M,Tax automation AI,$8K-$20K,Director of IT,www.berdonllp.com,3,NYC real estate focus,info@berdonllp.com,contact@berdonllp.com,,,pattern
160,Dixon Hughes Goodman,Accounting / CPA Firms,Mid-Size CPA,Charlotte,NC,2000,$200M-$500M,Audit analytics AI,$10K-$25K,CTO,www.dhg.com,3,Now part of Forvis Mazars,info@dhg.com,contact@dhg.com,,,pattern
161,Turner Construction,Construction / General Contractors,General Contractor,New York,NY,10000,$10B+,Project management AI,$30K-$50K,Chief Technology Officer,www.turnerconstruction.com,5,Largest US GC by revenue,turner@tcco.com,cmcfadden@tcco.com,+1-212-229-6000,(212) 229-6000; +1-888-738-1924,scraped
162,DPR Construction,Construction / General Contractors,General Contractor,Redwood City,CA,9000,$5B+,Estimating automation AI,$25K-$50K,VP of Innovation,www.dpr.com,5,Self-perform leader,info@dpr.com,,6746849235,6572528968; (650) 474-1450,pattern
163,HITT Contracting,Construction / General Contractors,General Contractor,Falls Church,VA,1800,$1B+,Safety compliance AI,$20K-$35K,Director of Technology,www.hfrcontractor.com,4,DC area leader,info@hfrcontractor.com,contact@hfrcontractor.com,,,pattern
164,Gilbane Building Company,Construction / General Contractors,General Contractor,Providence,RI,3000,$5B+,Project management AI,$25K-$50K,CTO,www.gilbaneco.com,5,Family-owned since 1870,info@gilbaneco.com,contact@gilbaneco.com,1771940100,1725391528,pattern
165,Holder Construction,Construction / General Contractors,General Contractor,Atlanta,GA,1500,$1B+,Estimating automation,$15K-$30K,VP of Operations,www.holderconstruction.com,4,Southeast leader,info@holderconstruction.com,contact@holderconstruction.com,2545352419,3537389287; 3372578893,pattern
166,Clayco,Construction / General Contractors,Design-Build,St. Louis,MO,2500,$5B+,Project scheduling AI,$25K-$40K,Chief Innovation Officer,www.claycorp.com,5,Design-build leader,mediainquiries@claycorp.com,info@claycorp.com,0804597701,4210526315; 2025120907,scraped
167,Hensel Phelps,Construction / General Contractors,General Contractor,Greeley,CO,4000,$5B+,Safety compliance AI,$25K-$50K,Director of Innovation,www.henselphelps.com,5,Employee-owned,info@henselphelps.com,contact@henselphelps.com,,,pattern
168,McCarthy Building,Construction / General Contractors,General Contractor,St. Louis,MO,6000,$5B+,BIM AI integration,$25K-$50K,CTO,www.mccarthy.com,5,Employee-owned; 150+ years,info@mccarthy.com,contact@mccarthy.com,5758941877,1127939111; 1127983186,pattern
169,Skanska USA,Construction / General Contractors,General Contractor,New York,NY,7500,$5B+,Project management AI,$30K-$50K,VP of Digital,www.usa.skanska.com,5,Swedish parent; US operations,info@usa.skanska.com,contact@usa.skanska.com,2149551031,8584291270; 7044247780,pattern
170,Clark Construction,Construction / General Contractors,General Contractor,Bethesda,MD,4500,$5B+,Estimating AI,$25K-$50K,Chief Technology Officer,www.clarkconstruction.com,5,Mid-Atlantic leader,info@clarkconstruction.com,contact@clarkconstruction.com,0620945646,3422504208,pattern
171,Mortenson Construction,Construction / General Contractors,General Contractor,Minneapolis,MN,5000,$5B+,Safety analytics AI,$25K-$50K,VP of Innovation,www.mortenson.com,5,Employee-owned; energy focus,info@mortenson.com,contact@mortenson.com,17325616378,040004-1900; 7308432303,pattern
172,JE Dunn Construction,Construction / General Contractors,General Contractor,Kansas City,MO,4000,$5B+,Project management AI,$25K-$40K,CTO,www.jedunn.com,5,Employee-owned,ethics@jedunn.com,,1772371739,1772371740; 1769786767,scraped
173,Brasfield & Gorrie,Construction / General Contractors,General Contractor,Birmingham,AL,3500,$5B+,Estimating automation,$20K-$40K,Director of Technology,www.brasfieldgorrie.com,4,Southeast leader,info@brasfieldgorrie.com,contact@brasfieldgorrie.com,1.6719192717,7247986959; 17128607463,pattern
