ID,Company_Name,Industry_Vertical,Sub_Category,City,State,Estimated_Employees,Estimated_Revenue_Range,AI_Automation_Use_Case,Estimated_Deal_Size,Decision_Maker_Title,Website,Priority_Score,Notes,Contact_Email,Alt_Emails,Contact_Phone,Alt_Phones,Email_Source,DM_Name,DM_Professional_Email,DM_Email_Patterns,DM_LinkedIn_Search,LinkedIn_Company,LinkedIn_People_Found,Twitter,Facebook,Instagram,YouTube,Name_Source,DM_Google_Search
36,Sanova Dermatology,Healthcare / Medical Practices,Dermatology,Austin,TX,400,$25M-$50M,Patient follow-up AI,$8K-$15K,Operations Director,www.sanovadermatology.com,3,Texas-based growing network,info@sanovadermatology.com,contact@sanovadermatology.com,,,pattern,,,[first].[last]@sanovadermatology.com; [f][last]@sanovadermatology.com; [first]@sanovadermatology.com; [first][last]@sanovadermatology.com,https://www.linkedin.com/search/results/people/?keywords=%22Operations+Director%22+%22Sanova+Dermatology%22,,,,,,,,https://www.google.com/search?q=Sanova+Dermatology+%22Operations+Director%22+site%3Alinkedin.com%2Fin
37,Resurgens Orthopaedics,Healthcare / Medical Practices,Orthopedics,Atlanta,GA,600,$100M-$200M,Surgical scheduling AI,$10K-$25K,Director of IT,www.resurgens.com,3,Largest ortho in Atlanta,info@resurgens.com,,,(984) 259-0724; (248) 671-4329,pattern,,,[first].[last]@resurgens.com; [f][last]@resurgens.com; [first]@resurgens.com; [first][last]@resurgens.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+IT%22+%22Resurgens+Orthopaedics%22,https://www.linkedin.com/company/resurgens-orthopaedics,,https://x.com/resurgensortho,https://www.facebook.com/ResurgensOrtho,https://www.instagram.com/resurgensortho/,,,https://www.google.com/search?q=Resurgens+Orthopaedics+%22Director+of+IT%22+site%3Alinkedin.com%2Fin
38,Optum Care,Healthcare / Medical Practices,Multi-Specialty,Eden Prairie,MN,50000,$10B+,AI clinical decision support,$40K-$50K,SVP of Innovation,www.optum.com,5,UnitedHealth subsidiary; massive network,info@optum.com,contact@optum.com,(287) 828-0618,(764) 692-3670; (761) 608-3908,pattern,,,[first].[last]@optum.com; [f][last]@optum.com; [first]@optum.com; [first][last]@optum.com,https://www.linkedin.com/search/results/people/?keywords=%22SVP+of+Innovation%22+%22Optum+Care%22,https://www.linkedin.com/company/optum,,https://x.com/secure/,https://www.facebook.com/myOptum/,https://www.instagram.com/optum/,,,https://www.google.com/search?q=Optum+Care+%22SVP+of+Innovation%22+site%3Alinkedin.com%2Fin
39,TeamHealth,Healthcare / Medical Practices,Hospital-Based,Knoxville,TN,20000,$5B+,Clinical documentation AI,$30K-$50K,Chief Digital Officer,www.teamhealth.com,5,16000+ clinicians,business_development@teamhealth.com,physicianjobs@teamhealth.com; patientbillinginquiries@teamhealth.com; media@teamhealth.com,(154) 274-0174,(023) 690-7292; (097) 448-3231,scraped,,,[first].[last]@teamhealth.com; [f][last]@teamhealth.com; [first]@teamhealth.com; [first][last]@teamhealth.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Digital+Officer%22+%22TeamHealth%22,https://www.linkedin.com/company/teamhealth/,,https://twitter.com/teamhealth,https://www.facebook.com/teamhealth/,https://www.instagram.com/teamhealth/,,,https://www.google.com/search?q=TeamHealth+%22Chief+Digital+Officer%22+site%3Alinkedin.com%2Fin
40,Sound Physicians,Healthcare / Medical Practices,Hospital-Based,Tacoma,WA,4000,$500M-$1B,Revenue cycle AI,$20K-$40K,VP of Technology,www.soundphysicians.com,4,Multi-state hospitalist group,info@soundphysicians.com,contact@soundphysicians.com,(761) 941-8322,(177) 074-2473; (177) 074-4814,pattern,,,[first].[last]@soundphysicians.com; [f][last]@soundphysicians.com; [first]@soundphysicians.com; [first][last]@soundphysicians.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Technology%22+%22Sound+Physicians%22,https://www.linkedin.com/company/sound-physicians,,,https://www.facebook.com/soundphysicians,https://www.instagram.com/sound_physicians/,https://www.youtube.com/@sound_physicians,,https://www.google.com/search?q=Sound+Physicians+%22VP+of+Technology%22+site%3Alinkedin.com%2Fin
41,Kirkland & Ellis,Legal / Law Firms,BigLaw,Chicago,IL,3828,$5B+,Document review AI,$40K-$50K,Chief Innovation Officer,www.kirkland.com,5,Am Law #1; $8.8B gross revenue,info@kirkland.com,contact@kirkland.com,,,pattern,,,[first].[last]@kirkland.com; [f][last]@kirkland.com; [first]@kirkland.com; [first][last]@kirkland.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Innovation+Officer%22+%22Kirkland+%26+Ellis%22,,,,,,,,https://www.google.com/search?q=Kirkland+%26+Ellis+%22Chief+Innovation+Officer%22+site%3Alinkedin.com%2Fin
42,Latham & Watkins,Legal / Law Firms,BigLaw,Los Angeles,CA,3584,$5B+,Contract analysis AI,$40K-$50K,Chief Technology Officer,www.lw.com,5,Am Law #2; $7B revenue,pr@lw.com,,(116) 682-1258,(797) 270-8479; (759) 900-5028,scraped,,,[first].[last]@lw.com; [f][last]@lw.com; [first]@lw.com; [first][last]@lw.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22Latham+%26+Watkins%22,https://www.linkedin.com/company/latham-,,https://twitter.com/lathamwatkins,https://www.facebook.com/lathamwatkins,https://www.instagram.com/lathamwatkins,,,https://www.google.com/search?q=Latham+%26+Watkins+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
43,DLA Piper,Legal / Law Firms,BigLaw,Chicago,IL,4827,$1B+,Intake automation,$30K-$50K,CIO,www.dlapiper.com,5,4827 attorneys; global reach,info@dlapiper.com,contact@dlapiper.com,,,pattern,,,[first].[last]@dlapiper.com; [f][last]@dlapiper.com; [first]@dlapiper.com; [first][last]@dlapiper.com,https://www.linkedin.com/search/results/people/?keywords=%22CIO%22+%22DLA+Piper%22,,,,,,,,https://www.google.com/search?q=DLA+Piper+%22CIO%22+site%3Alinkedin.com%2Fin
44,Baker McKenzie,Legal / Law Firms,BigLaw,Chicago,IL,4700,$1B+,Contract lifecycle AI,$30K-$50K,Chief Innovation Officer,www.bakermckenzie.com,5,Global firm with AI appetite,info@bakermckenzie.com,contact@bakermckenzie.com,,,pattern,,,[first].[last]@bakermckenzie.com; [f][last]@bakermckenzie.com; [first]@bakermckenzie.com; [first][last]@bakermckenzie.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Innovation+Officer%22+%22Baker+McKenzie%22,,,,,,,,https://www.google.com/search?q=Baker+McKenzie+%22Chief+Innovation+Officer%22+site%3Alinkedin.com%2Fin
45,Gibson Dunn,Legal / Law Firms,BigLaw,Los Angeles,CA,1940,$1B+,Litigation analytics AI,$30K-$50K,Director of Innovation,www.gibsondunn.com,5,Am Law top 5; $3.5B revenue,inquiriesmedia@gibsondunn.com,inquiries@gibsondunn.com; media@gibsondunn.com; kmarquart@gibsondunn.com,(177) 231-6499,(177) 231-6501; (240) 501-4777,scraped,,,[first].[last]@gibsondunn.com; [f][last]@gibsondunn.com; [first]@gibsondunn.com; [first][last]@gibsondunn.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Innovation%22+%22Gibson+Dunn%22,https://www.linkedin.com/company/gibson-dunn/,,https://x.com/gibsondunn,https://www.facebook.com/GibsonDunnCareers,,,,https://www.google.com/search?q=Gibson+Dunn+%22Director+of+Innovation%22+site%3Alinkedin.com%2Fin
46,Sidley Austin,Legal / Law Firms,BigLaw,Chicago,IL,1979,$1B+,Document review AI,$30K-$50K,CTO,www.sidley.com,4,Am Law top 10,info@sidley.com,contact@sidley.com,,,pattern,,,[first].[last]@sidley.com; [f][last]@sidley.com; [first]@sidley.com; [first][last]@sidley.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Sidley+Austin%22,,,,,,,,https://www.google.com/search?q=Sidley+Austin+%22CTO%22+site%3Alinkedin.com%2Fin
47,Ropes & Gray,Legal / Law Firms,BigLaw,Boston,MA,1466,$1B+,Due diligence AI,$30K-$50K,Chief Knowledge Officer,www.ropesgray.com,4,Am Law top 10; $3.4B revenue,info@ropesgray.com,contact@ropesgray.com,(125) 016-8159,(768) 512-4579; (081) 125-1430,pattern,,,[first].[last]@ropesgray.com; [f][last]@ropesgray.com; [first]@ropesgray.com; [first][last]@ropesgray.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Knowledge+Officer%22+%22Ropes+%26+Gray%22,https://www.linkedin.com/company/ropes-,,https://twitter.com/RopesGray,,https://www.instagram.com/ropesgray/,,,https://www.google.com/search?q=Ropes+%26+Gray+%22Chief+Knowledge+Officer%22+site%3Alinkedin.com%2Fin
48,Morgan Lewis,Legal / Law Firms,BigLaw,Philadelphia,PA,2200,$1B+,Contract analysis AI,$25K-$50K,Director of Legal Tech,www.morganlewis.com,4,2200+ lawyers,info@morganlewis.com,contact@morganlewis.com,,,pattern,,,[first].[last]@morganlewis.com; [f][last]@morganlewis.com; [first]@morganlewis.com; [first][last]@morganlewis.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Legal+Tech%22+%22Morgan+Lewis%22,,,,,,,,https://www.google.com/search?q=Morgan+Lewis+%22Director+of+Legal+Tech%22+site%3Alinkedin.com%2Fin
49,Greenberg Traurig,Legal / Law Firms,BigLaw,Miami,FL,2750,$1B+,Client intake AI,$25K-$50K,CIO,www.gtlaw.com,4,Global reach; 45 offices,info@gtlaw.com,contact@gtlaw.com,,,pattern,,,[first].[last]@gtlaw.com; [f][last]@gtlaw.com; [first]@gtlaw.com; [first][last]@gtlaw.com,https://www.linkedin.com/search/results/people/?keywords=%22CIO%22+%22Greenberg+Traurig%22,,,,,,,,https://www.google.com/search?q=Greenberg+Traurig+%22CIO%22+site%3Alinkedin.com%2Fin
50,Hogan Lovells,Legal / Law Firms,BigLaw,Washington,DC,2800,$1B+,Regulatory compliance AI,$25K-$50K,Chief Innovation Officer,www.hoganlovells.com,4,Strong regulatory practice,graduate.recruitment@hoganlovells.com,bdoperations@hoganlovells.com; accounts.payable@hoganlovells.com; informationsecurity@hoganlovells.com,(384) 497-7769,(000) 000-0029; (511) 802-2188,scraped,,,[first].[last]@hoganlovells.com; [f][last]@hoganlovells.com; [first]@hoganlovells.com; [first][last]@hoganlovells.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Innovation+Officer%22+%22Hogan+Lovells%22,https://www.linkedin.com/company/5829/,,https://twitter.com/HoganLovells,,,,,https://www.google.com/search?q=Hogan+Lovells+%22Chief+Innovation+Officer%22+site%3Alinkedin.com%2Fin
51,Dorsey & Whitney,Legal / Law Firms,Mid-Size,Minneapolis,MN,550,$500M-$1B,Document review AI,$15K-$30K,Director of IT,www.dorsey.com,3,Am Law 101; $513M revenue,info@dorsey.com,contact@dorsey.com,,,pattern,,,[first].[last]@dorsey.com; [f][last]@dorsey.com; [first]@dorsey.com; [first][last]@dorsey.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+IT%22+%22Dorsey+%26+Whitney%22,,,,,,,,https://www.google.com/search?q=Dorsey+%26+Whitney+%22Director+of+IT%22+site%3Alinkedin.com%2Fin
52,Williams Mullen,Legal / Law Firms,Mid-Size,Richmond,VA,300,$100M-$200M,Contract analysis AI,$10K-$25K,Director of Technology,www.williamsmullen.com,3,Am Law 173; $195M revenue,ask@williamsmullen.com,acctsdisb@williamsmullen.com; mediainquiry@williamsmullen.com,(804) 420-6000,(804) 420-6507; (315) 360-0000,scraped,,,[first].[last]@williamsmullen.com; [f][last]@williamsmullen.com; [first]@williamsmullen.com; [first][last]@williamsmullen.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Technology%22+%22Williams+Mullen%22,https://www.linkedin.com/company/williams-mullen/,,https://twitter.com/WilliamsMullen,https://www.facebook.com/williamsmullen,https://www.instagram.com/williams.mullen/,,,https://www.google.com/search?q=Williams+Mullen+%22Director+of+Technology%22+site%3Alinkedin.com%2Fin
53,Freeman Mathis & Gary,Legal / Law Firms,Mid-Size,Atlanta,GA,350,$100M-$200M,Litigation support AI,$10K-$25K,Chief Operating Officer,www.fmglaw.com,3,Am Law 185; fast growing,info@fmglaw.com,contact@fmglaw.com,(176) 951-7429,(170) 559-6436; (105) 434-3634,pattern,,,[first].[last]@fmglaw.com; [f][last]@fmglaw.com; [first]@fmglaw.com; [first][last]@fmglaw.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Operating+Officer%22+%22Freeman+Mathis+%26+Gary%22,https://www.LinkedIn.com/company/freeman-mathis-,,https://Twitter.com/FMGLaw,https://www.facebook.com/fmglaw/,https://www.instagram.com/fmglawfirm/,,,https://www.google.com/search?q=Freeman+Mathis+%26+Gary+%22Chief+Operating+Officer%22+site%3Alinkedin.com%2Fin
54,Corboy & Demetrio,Legal / Law Firms,Personal Injury,Chicago,IL,50,$50M-$100M,Case intake AI,$10K-$20K,Managing Partner,www.corboydemetrio.com,3,$5B+ in verdicts,info@corboydemetrio.com,contact@corboydemetrio.com,(177) 214-4773,(794) 488-7913; (800) 356-3191,pattern,,,[first].[last]@corboydemetrio.com; [f][last]@corboydemetrio.com; [first]@corboydemetrio.com; [first][last]@corboydemetrio.com,https://www.linkedin.com/search/results/people/?keywords=%22Managing+Partner%22+%22Corboy+%26+Demetrio%22,https://www.linkedin.com/company/670612/,,http://twitter.com/CorboyDemetrio,https://www.facebook.com/tr,https://www.instagram.com/corboydemetrio/,,,https://www.google.com/search?q=Corboy+%26+Demetrio+%22Managing+Partner%22+site%3Alinkedin.com%2Fin
55,Thomas J. Henry,Legal / Law Firms,Personal Injury,San Antonio,TX,200,$100M-$200M,Lead intake automation,$15K-$25K,Director of Operations,www.thomasjhenrylaw.com,4,Major PI firm; national reach,info@tjhlaw.com,,(714) 285-7143,(571) 428-5714; (234) 285-7142,scraped,,,[first].[last]@thomasjhenrylaw.com; [f][last]@thomasjhenrylaw.com; [first]@thomasjhenrylaw.com; [first][last]@thomasjhenrylaw.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Operations%22+%22Thomas+J.+Henry%22,https://www.linkedin.com/company/thomas-j-henry-law/,,https://twitter.com/thomasjhenrylaw,https://www.facebook.com/tjhlaw/,https://www.instagram.com/tjhlaw/,https://www.youtube.com/channel/UCzQq-ZFJIAJOHyxyxzDZEJQ,,https://www.google.com/search?q=Thomas+J.+Henry+%22Director+of+Operations%22+site%3Alinkedin.com%2Fin
56,Lubin & Meyer,Legal / Law Firms,Personal Injury,Boston,MA,30,$25M-$50M,Case assessment AI,$8K-$15K,Managing Partner,www.lubinandmeyer.com,3,36 million-dollar verdicts in 2024,info@lubinandmeyer.com,contact@lubinandmeyer.com,(617) 720-4447,(102) 969-7315; (093) 625-3773,pattern,,,[first].[last]@lubinandmeyer.com; [f][last]@lubinandmeyer.com; [first]@lubinandmeyer.com; [first][last]@lubinandmeyer.com,https://www.linkedin.com/search/results/people/?keywords=%22Managing+Partner%22+%22Lubin+%26+Meyer%22,,,https://x.com/lubinandmeyer,https://www.facebook.com/lubinandmeyer,https://www.instagram.com/lubinandmeyer/,,,https://www.google.com/search?q=Lubin+%26+Meyer+%22Managing+Partner%22+site%3Alinkedin.com%2Fin
57,Reeves Law Group,Legal / Law Firms,Personal Injury,Los Angeles,CA,40,$25M-$50M,Client intake automation,$8K-$15K,Office Manager,www.reaborneslaw.com,3,30+ years; $250M+ recovered,info@reaborneslaw.com,contact@reaborneslaw.com,,,pattern,,,[first].[last]@reaborneslaw.com; [f][last]@reaborneslaw.com; [first]@reaborneslaw.com; [first][last]@reaborneslaw.com,https://www.linkedin.com/search/results/people/?keywords=%22Office+Manager%22+%22Reeves+Law+Group%22,,,,,,,,https://www.google.com/search?q=Reeves+Law+Group+%22Office+Manager%22+site%3Alinkedin.com%2Fin
58,Levin & Perconti,Legal / Law Firms,Personal Injury,Chicago,IL,25,$10M-$25M,Case management AI,$8K-$15K,Managing Partner,www.levinperconti.com,3,200+ years combined experience,info@levinperconti.com,contact@levinperconti.com,(214) 748-3630,(564) 301-6993; (762) 040-4808,pattern,,,[first].[last]@levinperconti.com; [f][last]@levinperconti.com; [first]@levinperconti.com; [first][last]@levinperconti.com,https://www.linkedin.com/search/results/people/?keywords=%22Managing+Partner%22+%22Levin+%26+Perconti%22,https://www.linkedin.com/company/levin-,,https://twitter.com/illinoisinjury,https://www.facebook.com/LevinAndPerconti/,https://www.instagram.com/levinperconti/,https://www.youtube.com/@levinandperconti,,https://www.google.com/search?q=Levin+%26+Perconti+%22Managing+Partner%22+site%3Alinkedin.com%2Fin
59,Goldberg Persky & White,Legal / Law Firms,Personal Injury,Pittsburgh,PA,80,$25M-$50M,Document review AI,$10K-$20K,Director of IT,www.gpwlaw.com,3,35+ years; asbestos focus,info@gpwlaw.com,contact@gpwlaw.com,(174) 595-3746,(176) 831-7983; (148) 202-9215,pattern,,,[first].[last]@gpwlaw.com; [f][last]@gpwlaw.com; [first]@gpwlaw.com; [first][last]@gpwlaw.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+IT%22+%22Goldberg+Persky+%26+White%22,,,,,,,,https://www.google.com/search?q=Goldberg+Persky+%26+White+%22Director+of+IT%22+site%3Alinkedin.com%2Fin
60,Nelson Mullins,Legal / Law Firms,Mid-Size,Columbia,SC,900,$500M-$1B,Contract lifecycle AI,$20K-$35K,Chief Innovation Officer,www.nelsonmullins.com,4,Am Law 100; 30+ offices,gc@nelsonmullins.com,,(800) 237-2000,(176) 598-6385; (176) 494-9613,scraped,,,[first].[last]@nelsonmullins.com; [f][last]@nelsonmullins.com; [first]@nelsonmullins.com; [first][last]@nelsonmullins.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Innovation+Officer%22+%22Nelson+Mullins%22,https://www.linkedin.com/company/165138,,https://x.com/NelsonMullins,https://www.facebook.com/NelsonMullinsRileyScarborough,https://www.instagram.com/nelson_mullins/,,,https://www.google.com/search?q=Nelson+Mullins+%22Chief+Innovation+Officer%22+site%3Alinkedin.com%2Fin
61,Polsinelli,Legal / Law Firms,Mid-Size,Kansas City,MO,1000,$500M-$1B,Healthcare regulatory AI,$20K-$35K,CIO,www.polsinelli.com,4,Am Law 100; health law focus,info@polsinelli.com,contact@polsinelli.com,,,pattern,,,[first].[last]@polsinelli.com; [f][last]@polsinelli.com; [first]@polsinelli.com; [first][last]@polsinelli.com,https://www.linkedin.com/search/results/people/?keywords=%22CIO%22+%22Polsinelli%22,,,,,,,,https://www.google.com/search?q=Polsinelli+%22CIO%22+site%3Alinkedin.com%2Fin
62,Husch Blackwell,Legal / Law Firms,Mid-Size,Kansas City,MO,750,$500M-$1B,Contract analysis AI,$15K-$30K,Director of Innovation,www.huschblackwell.com,4,18 offices; diverse practice,info@huschblackwell.com,contact@huschblackwell.com,,,pattern,,,[first].[last]@huschblackwell.com; [f][last]@huschblackwell.com; [first]@huschblackwell.com; [first][last]@huschblackwell.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Innovation%22+%22Husch+Blackwell%22,https://www.linkedin.com/company/husch-blackwell/,,https://twitter.com/huschblackwell,https://www.facebook.com/HuschBlackwellLawFirm,https://www.instagram.com/huschblackwell/,,,https://www.google.com/search?q=Husch+Blackwell+%22Director+of+Innovation%22+site%3Alinkedin.com%2Fin
